NURSING 347	Leadership And Management	This course is designed to provide the senior nursing student with a knowledge and practice base so that the student will be able to utilize principles, concepts and experiences in leadership and management of patient care needs during the final clinical experience of the ADN nursing program. This course includes historical perspectives, current issues, and legal, ethical, professional, and practice factors important to nursing. Leadership, management, and communication factors pertinent to patient care are discussed. Depending on availability of experiences and preceptors, students' laboratory assignments will be individually arranged by clinical instructor. No grade will be given until both lecture and lab are completed. To complete the program, lecture grade must be a 'C' or better plus a satisfactory grade in the lab.
NURSING 364	Pharmacology	This course is open to pre-nursing majors, nursing students and those interested in developing an understanding of basic pharmacology and the standards, policies, and regulations involved in medication administration. A brief review of the math concepts involved in the calculations of dosages is included. The course focus is on drug classifications, pharmacodynamics, chemical interactions, toxicology and the use of the nursing process in medication administration.
NURSING 399A	Nurse Assistant Training Program	This course will provide students with an introduction to the health care field, working with residents/patients in the long term care facility and the acute care setting. Emphasis will be given to safety principles, infection control, methods for providing physical care, and emotional and social support. Upon successful completion of this course, students will be eligible to take the American Red Cross Nurse Assistant Certification Exam.
NURSING 399B	Home Health Aide Training Program	This course will introduce students to the health care field, working with residents/patients in long-term care facilities, the acute care setting and the home care setting. Emphasis will be given to safety principles, infection control, methods for providing physical care, and emotional and social support.
NURSING 400	Adult Health Care I	Students study the Nursing Process and Gordon's Functional Health Patterns as they relate to the care of the adult client and practice basic clinical skills. Physical, psychosocial, cultural, nutritional, developmental, and legal aspects in relation to the practice of nursing are examined. Students participate in clinical experiences.
NURSING 402	Pharmacology	Students analyze the basic principles and skills required for the administration of safe and effective drug therapy. The mathematics used in the calculation of drug dosage is examined. Specific drug classifications are evaluated in conjunction with Gordon's Functional Health Patterns. The Nursing Process serves as a framework in the application of content of client care.
NURSING 403	Adult Health Care II	In this course, students learn and utilize theory and skills central to the practice of medical-surgical nursing. Included in the course content are the concepts of short-term acute health dysfunctions and peri-operative client care. Also included are the physical, psychosocial, cultural, developmental, and legal aspects related to the care of the adult client. Students utilize course theory, Gordon's Functional Health Patterns, and the Nursing Process in the clinical setting to guide safe and effective care of multiple primary care adult clients.
NURSING 404	Maternal And Newborn Health Care	Students are introduced to theory and concepts relating to the reproductive process and their relation to health and family life. Students utilize these constructs within the framework of the Nursing Process and Gordon's Functional Health Patterns to provide direct care in the clinical setting to clients within this population. Course content covers the normal maternity cycle, common dysfunctions related to the maternity cycle, Women's health care, newborn care, and psychosocial, cultural, developmental, legal, and ethical aspects of maternity care.
NURSING 405	Psychiatric Health Care	Students examine the concepts of psychiatric nursing based on current theory and practice in the care of the mentally ill. These concepts utilize Gordon's Functional Health Patterns and the Nursing Process to illustrate care planning and management. Students engage in discussion relating to psychosocial, physical, legal and illness stressors as they relate to the individual and family. Students participate in a variety of clinically based experiences.
NURSING 406	Adult Health Care III	This course builds upon previously learned concepts of medical-surgical nursing. Students encounter concepts essential to the nursing care of the chronically-ill adult and gerontology client with concurrent acute health problems. Students utilize the Functional Health Patterns as a basis for assessment and implementation of the Nursing Process. Students practice the clinical care of multiple primary care clients. Students are introduced to concepts relating to the management of acutely/chronically ill clients in the acute care setting.
NURSING 407	Geriatric Health Care	In this course, students learn the concepts and skills required to safely and effectively care for older adult/geriatric clients. Students practice caring for clients in this life stage while incorporating the principles of physical, psychological, social, spiritual, and intellectual development. Students apply Gordon's Functional Health Patterns, and the Nursing Process to client care planning, along with considerations and recognition of specific health needs experienced by the older adult client. This course includes clinical experience
NURSING 408	Psychological Aspects Of Health Care	Students examine the assessment and promotion of mental health perspective across the life span. Students consider the concepts of wellness and holistic health care while focusing on community mental health and utilizing the Nursing Process and Gordon's Functional Health Patterns to discern between functional and dysfunctional health patterns. Students examine multiple factors influencing mental health such as biological, sociocultural, or psychological components.
NURSING 414	Adult Health Care IV	Students examine advanced theories and concepts of adult medical-surgical nursing with emphasis on complex and acute health problems. These concepts include physical, psychosocial, cultural, developmental, and legal aspects of adult client care. Students participate in in-depth clinical experience utilizing Gordon's Functional Health Patterns and the Nursing Process in the planning of client care. Students are introduced to nursing management concepts focusing on the staff nurse role.
NURSING 415	Pediatric Health Care	In this course, students explore and discuss concepts of Pediatric Health Care within the framework of Gordon's Functional Health Patterns and the Nursing Process. Emphasis is placed upon health problems and the pediatric client's unique reaction to illness. Topics include growth and development from infancy through adolescence and adaptation of nursing techniques for the pediatric client/family. The student engages in direct clinical care of the pediatric client in the acute care environment and participate in ambulatory care provision.
NURSING 441	History, Trends And Issues Of Nursing	The student examines current and relevant nursing issues within the context of historical development of organized nursing. Content Includes legal/ethical responsibilities, economic concerns and educational issues as they affect the emergence of the modern nurse. The student also explores and discusses the nurse's role as a contributing member of the discipline and the community. Students practice resume construction and gain interviewing experience in this unique capstone course in which they enroll during their final semester of the program.
NURSING 501A	Fundamentals Of Nursing A	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to problem areas of Medical Asepsis; Physical Assessment; Promotion of Comfort, Sleep, Hygiene and Safety; Oxygenation; Nutrition; and Stress, Loss, Death and Dying. Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of the client across the life span will be integrated throughout the course. The role of the provider of care, manager of care, and members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 501B	Fundamentals Of Nursing B	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to problem areas pharmacology, care of the surgical patient, fluid and electrolytes imbalances, Diabetes Mellitus and musculoskeletal trauma. Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of the client across the life span will be integrated throughout the course. The role of the provider of care, manager of care, and members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 502A	Medical-Surgical Nursing A	This course includes theory and clinical experience in client problem areas of hematology, oncology, musculoskeletal, inflammatory diseases, renal and urologic problems, sensory problems, intravenous therapy and community nursing. Emphasis is placed on utilizing Orem's Self-care Theory and the Nursing Process to implement care in the adult client.
NURSING 502B	Medical-Surgical Nursing B	This course incorporates theory and clinical experiences in client problem areas of intravenous and TPN therapy, gastrointestinal, liver, pancreatic, biliary tract disorders and elimination, aging endocrine dysfunction, and Introduction to Cardiovascular Problems with focus on Heart Failure and Dysrhythmias .
NURSING 503A	Advanced Medical-Surgical Nursing	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to adult clients with multi-system failure in the areas of cardiovascular, respiratory, and neurosensory dysfunctions. Leadership and management skills will be discussed . Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of clients across the life span will be integrated throughout the course. The role of the provider of care, manager of care, members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 503B	Psychiatric Nursing	This course utilizes Orem's Self-Care Deficit Theory to introduce the concepts of Normalcy, Solitude and Social Interaction and Alterations in Universal and Developmental Self-Care Requisites.
NURSING 506A	Maternal And Child Health Nursing A (Pediatrics)	Maternal AndThis course incorporates theory and clinical experiences with emphasis on the sharpening of critical thinking skills focusing on the care of children of all age groups with health deviation and self-care requisites in areas of fluid and electrolytes, oxygenation, nutrition, neuromuscular, musculoskeletal, sensory and regulatory mechanisms. Guided clinical experiences are provided concurrently with the theory.
NURSING 506B	Maternal And Child Health Nursing (Obstetrics)	This course incorporates theory and clinical experiences with emphasis on the sharpening of critical thinking skills focusing on the care of childbearing woman, her newborn, and the family including: Issues in maternity nursing, Gynecological nursing, Antenatal/Prenatal; Labor and Delivery; Post Partum; Care of newborn; high risk obstetric conditions. Guided clinical experiences are provided concurrently with the theory.
NURSING 507	Senior Seminar	This course introduces management and leadership styles used in health care organizations and places emphasis on the present and future trends in nursing practice. Patient safety in all settings is a priority and knowledge of national regulations regarding patient safety goals is presented. The student is asked to assess their personality type and temperament in relation to the type position they wish to pursue in the world of work.
NURSING 517	Mathematics Of Drugs And Solutions	In this course, after a review of relevant basic mathematics, the student gains knowledge of the systems and techniques used in measuring drug dosages and in computing the preparation of solutions. Included are computations of Pediatric dosages as well as administration of Intra-venous solutions and medications.
NURSING 523	Pharmacology	The effects of drugs on the human body systems: respiratory, cardiovascular, endocrine, gastrointestinal, neurological and neuromuscular, reproductive are discussed. Anti-infective, anti-inflammatory, immunologic emergency agents, biological modifiers, hematological, chemotherapeutic dermatologic, ophthalmic and otic agencies are part of the content that will be examined.
NURSING 526	Communication In Nursing	The class consists of students from many cultures. Students must research and report on two culture groups other than their specific culture group. The report must include: health practices of the group: Group's view of illness, health care personnel, nutrition, family structures,childbirth,death.
NURSING 527	Nursing Process	This course introduces the nursing process and the program's conceptual framework which are combined in case studies and client simulations.
REGNRSG 103	Nursing Pharmacology	First semester nursing students acquire introductory knowledge about the most frequently prescribed medications, their side effects, and possible interactions that are used in health core settings today.
REGNRSG 104	Nursing Foundations	Students acquire introductory knowledge about theoretical concepts and fundamental skills in nursing that are required for safe patient care. Students also learn and apply the Roy Adaptation Model nursing process as the conceptual framework for practice. Then students develop enhanced critical thinking and psychomotor skills during the clinical component.
REGNRSG 105	Beginning Medical- Surgical	Students will develop introductory knowledge and understanding of common medical-surgical health problems, using knowledge about the Roy Adaptation Model nursing process. This framework will be used for implementing nursing care. Theoretical concepts and nursing skills will be applied by the students in a clinical setting.
REGNRSG 106	Nursing Care Of The Childbearing Family	Students learn to asses and care for women through the lifespan and newborns, with emphasis on reproductive health and the childbearing year, healthy neonates, and women's health. Utilizing the Roy Adaptation model, the nursing process, and QSEN competencies, family-centered care is emphasized, including identification of the bio-psycho-social needs, as well as cultural diversity, of patients and families. Students will apply concepts that include the disease process, medical treatments, nursing responsibilities, and interventions, cultural, ethical, and legal issues to the childbearing family.
REGNRSG 107	Nursing Care Of The Pediatric Client	Utilizing the Roy Adaptation Model and the nursing process, students in pediatric nursing focus on the nursing care of children of various ages and their families. The student applies concepts that include disease process, medical treatments, nursing responsibilities, interventions, cultural, ethical, and legal issues to the pediatric population.
REGNRSG 108	Nursing Care For The Client With Psychosocial Needs	The student receives content on the bio-psycho-social impact of health-illness problems related to mental health. Mental health is presented as an adaptive process with emphasis on healthy personality and developmental factors which contribute to the prevention of mental illness. Stimuli which result in dysfunctional behavior, thinking and/or feelings are studied. The causes of stress are explored from a variety of theoretical perspectives. Major mental health problems are explored using the nursing process. The course provides the student with knowledge and understanding of the inter-relatedness of environmental factors which affect the health-illness continuum.
REGNRSG 109	Intermediate Medical-Surgical Nursing	Students identify and manage the needs of the older adult client possessing complex medical-surgical health problems. Students focus on the bio-psycho-social impact of illness across the life span and nursing interventions to promote client adaptation. Students also apply theoretical concepts during concurrent clinical experience
REGNRSG 110	Advance Medical-Surgical Nursing	In this advanced nursing course, students will learn to understand and apply advanced theoretical and clinical concepts in the care of critically ill adult, older adult, and pediatric medical-surgical patients with complex problems. Student acquires translational knowledge about complex concepts that include ECG monitoring, beginning ventilator management, hemodynamic monitoring, care of the client with multisystem failure, and nursing care in emergency situations. Students will apply theoretical knowledge across all specialty care settings.
REGNRSG 111	Nursing Leadership And Management	Nursing students will explore, apply the legal, ethical and current issues and trends that affect the Registered Nurse today within the context of the Roles of Practice. Students will complete a 96 hours of clinical preceptorship and 12 hours of community/ home health.
REGNRSG 115	Nursing Skills Competency I	In this course, students will focus on the skills and knowledge needed to assess and care for a patient in the clinical setting. Emphasis will be placed on the nursing process, therapeutic communication, and providing basic care to the individual.
REGNRSG 116	Nursing Skills Competency II	The student participates in this weekly 3 hour adjunct, laboratory course to practice procedures and skills learned in concurrent Maternal/newborn and Pediatrics Nursing theory and clinical courses.
REGNRSG 117	Nursing Skills Competency III	Third semester nursing students practice and enhance, both their mental health skills and medical-surgical nursing skills.
REGNRSG 121	Fundamentals Of Nursing	This course introduces the basic knowledge and bedside skills needed by the registered nurse. Quality and Safety (QSEN) competencies, Maslow's Hierarchy of Needs and nursing process for the theoetical framework. Concurrent with the theory, the nursing student will have basic client care experience in the skills lab and hospital setting.
REGNRSG 122	Introduction To Medical Surgical Nursing	This course is designed to introduce the student to basic principles of medical surgical nursing using Maslow's Hierarchy of Needs, Nursing Process and emphasizing Quality and Safety (QSEN) competencies as a conceptual framework.
REGNRSG 123	Nursing Process And Communication	This course offers the study and practice of the proper methods and procedures used in installing plumbing fixtures and accessories. Installing, fabricating and testing fixtures applicable to residential and commercial plumbing are covered.
REGNRSG 126	Medical-Surgical Nursing I	This basic course focuses on the nursing care of the adult client with moderate stress posed by common endocrine, gastrointestinal, cardiac and respiratory disorders. The student will function as a member of the health care team and beginning leadership skills will be presented. Emphasis will be placed on classroom and clinical application of critical thinking and therapeutic nursing interventions in acute, chronic and community health care settings.
REGNRSG 127	Medical-Surgical Nursing II	This intermediate level medical/surgical nursing course focuses on nursing care of adult clients with high acuity problems within hospital and community settings. Students will use nursing process and Maslow's Hierarchy of needs to plan and implement nursing care. The course builds on the theory and skills presented in RN 126. Leadership role will be expanded.
REGNRSG 128	Medical-Surgical Nursing III	This course focuses on the nursing care of medical-surgical clients in a variety of setting. Emphasis will be on classroom and clinical application of critical thinking and caring interventions in chronic, acute, critical care and community health care settings.
REGNRSG 129	Gerontology & Community Based Nursing	This course focuses on nursing care of the older adult client with common health and illness needs. Emphasis will be on classroom and clinical application of critical thinking and caring therapeutic nursing interventions in acute, chronic and community health care settings for the older adult population.
REGNRSG 130	Psychiatric-Mental Health Nursing	This course focuses on nursing care of clients with common psychiatric mental health needs/disorders across the lifespan. Students will apply the nursing process, critical thinking,psychosocial theory and Maslow's Hierarchy of Needs to care of clients in acute, chronic and community- based psychiatric-mental health settings.
REGNRSG 131	Reproductive Nursing And Womens Health	This course focuses on the nurse as a provider of care, manager of care and a member of the profession in a variety of maternal/newborn and women's health settings.
REGNRSG 132	Care Of Children And Family	This course focuses on the nurse as a provider of care, manager of care and member of the profession in a variety of settings involving children and families. Course content includes physiological, psychological, developmental and socio-cultural needs of children and families. Course content in Pediatric Nursing will be presented within the framework of the wellness/illness continuum of the client and family from birth through adolescence.
REGNRSG 133	Nursing Leadership & Management	This course focuses on the transitioning role of the graduating Associate Degree nurse as a provider of care, manager of care and member of the profession. Concepts and issues to be examined include effective leadership styles, advanced therapeutic communication, delegation, conflict resolution, time management, nursing ethics and professional issues. Clinical experience is in the form of a preceptorship.
