cofo_number,date,year,status,permit_number,permit_type,permit_subtype,address,zip,homes,stories,building_size,zone,census_tract,lat,lon
142928,2/2/17,2017,CofO Issued,14010-20000-02438,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142930,2/2/17,2017,CofO Issued,14010-20000-02440,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142935,2/27/17,2017,CofO Issued,14010-20000-02445,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142934,2/27/17,2017,CofO Issued,14010-20000-02444,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142926,2/27/17,2017,CofO Issued,14010-20000-02436,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142925,2/27/17,2017,CofO Issued,14010-20000-02435,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142932,2/27/17,2017,CofO Issued,14010-20000-02442,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142938,4/10/17,2017,CofO Issued,14010-20000-02447,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142937,4/10/17,2017,CofO Issued,14010-20000-02446,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142933,4/24/17,2017,CofO Issued,14010-20000-02443,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142924,4/24/17,2017,CofO Issued,14010-20000-02434,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
142922,9/6/17,2017,CofO Issued,14010-20000-02433,Bldg-New,1 or 2 Family Dwelling,12131 W SATICOY ST,91605,1,2,001 unit,(T)(Q)RD3-1,1210.2,34.20861,-118.39762
139379,9/18/18,2018,CofO Issued,15010-30000-01244,Bldg-New,1 or 2 Family Dwelling,2430 N BOWMONT DR,90210,1,2,001 unit,RE20-1-H,2611.01,34.11724,-118.39763
167665,12/28/18,2018,CofO Issued,16010-20000-06133,Bldg-New,1 or 2 Family Dwelling,12142 W LAUREL TERRACE DR,91604,1,2,001 unit,R1-1,1439.01,34.13817,-118.39765
114301,1/9/14,2014,CofO Issued,13010-20000-01023,Bldg-New,1 or 2 Family Dwelling,12142 W HOLLYGLEN PL,91604,1,2,001 unit,R1-1-RFA,1439.01,34.13967,-118.39768
112769,10/14/14,2014,CofO Issued,13010-20000-00835,Bldg-New,1 or 2 Family Dwelling,4143 N VANTAGE AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.14608,-118.39769
137417,8/15/16,2016,CofO Issued,14010-20000-04205,Bldg-New,1 or 2 Family Dwelling,4243 N VANTAGE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14803,-118.3977
137418,7/6/16,2016,CofO Issued,14010-20000-04206,Bldg-New,1 or 2 Family Dwelling,4245 N VANTAGE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14817,-118.3977
155244,9/25/17,2017,CofO Issued,16010-20000-03219,Bldg-New,1 or 2 Family Dwelling,12133 W ADDISON ST,91607,1,2,001 unit,R1-1,1240,34.16136,-118.39777
114371,2/13/14,2014,CofO Issued,13010-20000-01295,Bldg-New,1 or 2 Family Dwelling,9625 W OAKMORE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.0477,-118.39781
103245,12/30/15,2015,CofO Issued,11014-10000-02905,Bldg-Addition,Commercial,9901 W WASHINGTON BLVD,90232,131,6,100-199 units,(T)(Q)RAS4-1,2699.05,34.02165,-118.39782
132946,7/11/15,2015,CofO Issued,14010-20000-01625,Bldg-New,1 or 2 Family Dwelling,9625 W MONTE MAR DR,90035,1,2,001 unit,R1-1-O,2691,34.04945,-118.39783
141159,10/16/17,2017,CofO Issued,14010-20000-02490,Bldg-New,Apartment,12132 W HART ST,91605,9,2,005-009 units,R3-1VL,1233.01,34.19743,-118.39783
155268,8/21/17,2017,CofO Corrected,16010-20000-03610,Bldg-New,1 or 2 Family Dwelling,9327 N TAMARACK AVE,91352,1,1,001 unit,R1-1-CUGU,1212.1,34.23853,-118.39786
159742,4/3/18,2018,CofO Issued,16010-20000-05598,Bldg-New,1 or 2 Family Dwelling,9626 W OAKMORE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.0475,-118.3979
91287,7/1/13,2013,CofO Issued,10010-20000-02314,Bldg-New,1 or 2 Family Dwelling,12139 W OTSEGO ST,91607,1,2,001 unit,R1-1,1240,34.16318,-118.39798
115182,6/11/14,2014,CofO Issued,13010-20000-01950,Bldg-New,1 or 2 Family Dwelling,9626 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04831,-118.39799
141318,12/21/16,2016,CofO Issued,15010-10000-01180,Bldg-New,1 or 2 Family Dwelling,9629 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04852,-118.39801
159922,7/27/17,2017,CofO Issued,17016-20000-05996,Bldg-Alter/Repair,1 or 2 Family Dwelling,12123 W CANTURA ST,91604,1,1,001 unit,R1-1-RFA-RIO,1439.01,34.14252,-118.39802
138690,1/25/16,2016,CofO Corrected,15010-20000-01512,Bldg-New,1 or 2 Family Dwelling,12124 W CANTURA ST,91604,1,2,001 unit,R1-1-RFA-RIO,1439.01,34.14229,-118.39806
116992,5/2/14,2014,CofO Issued,13010-10000-01566,Bldg-New,1 or 2 Family Dwelling,9632 W OAKMORE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.0475,-118.39807
125648,5/13/16,2016,CofO Issued,14010-20000-01359,Bldg-New,1 or 2 Family Dwelling,9635 W OAKMORE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04772,-118.39819
124148,10/17/17,2017,CofO Issued,13010-30000-00092,Bldg-New,Apartment,1251 S EDRIS DR,90035,5,4,005-009 units,RD1.5-1-O,2691,34.05575,-118.39821
96717,6/30/14,2014,CofO Issued,10010-10000-01390,Bldg-New,Apartment,12148 W HART ST,91605,25,4,020-049 units,R3-1VL,1233.01,34.19748,-118.39825
134659,9/30/16,2016,CofO Issued,14010-10000-03115,Bldg-New,Apartment,5253 N VANTAGE AVE,91607,18,4,010-019 units,[Q]R3-1,1249.03,34.16641,-118.39827
166471,3/30/18,2018,CofO Issued,16010-20000-06389,Bldg-New,1 or 2 Family Dwelling,9256 N TELFAIR AVE,91352,1,1,001 unit,R1-1-CUGU,1212.1,34.23802,-118.39831
137771,5/30/17,2017,CofO Issued,13010-20000-02143,Bldg-New,1 or 2 Family Dwelling,12134 W CANTURA ST,91604,1,2,001 unit,R1-1-RFA,1439.01,34.14227,-118.39835
145444,1/10/18,2018,CofO Issued,15010-30000-03616,Bldg-New,1 or 2 Family Dwelling,12043 W SUMMIT CIR,90210,1,2,001 unit,RE40-1-H,1439.01,34.12561,-118.39837
120858,10/14/14,2014,CofO Issued,13010-20000-04285,Bldg-New,1 or 2 Family Dwelling,12181 W VALLEYHEART DR,91604,1,2,001 unit,R1-1-RFA,1435,34.145,-118.3984
166458,3/2/18,2018,CofO Issued,16010-20000-06386,Bldg-New,1 or 2 Family Dwelling,9262 N TELFAIR AVE,91352,1,1,001 unit,R1-1-CUGU,1212.1,34.23812,-118.39841
146178,1/24/17,2017,CofO Issued,16010-20000-00018,Bldg-New,1 or 2 Family Dwelling,12150 W TIARA ST,91607,1,2,001 unit,R1-1,1238,34.17824,-118.39842
113844,6/5/14,2014,CofO Issued,13010-70000-00174,Bldg-New,1 or 2 Family Dwelling,4116 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.1454,-118.39855
142772,8/28/18,2018,CofO Issued,15010-20000-00556,Bldg-New,Apartment,3615 S CARDIFF AVE,90034,10,3,010-019 units,R3-1,2701,34.02828,-118.39855
107250,8/19/13,2013,CofO Issued,12010-20000-00555,Bldg-New,1 or 2 Family Dwelling,4248 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1,1435,34.14817,-118.39856
106882,2/10/14,2014,CofO Issued,12010-10000-01812,Bldg-New,1 or 2 Family Dwelling,4452 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA,1434,34.15191,-118.39856
133327,5/24/16,2016,CofO Issued,14010-10000-03802,Bldg-New,1 or 2 Family Dwelling,4302 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14875,-118.39856
145765,9/12/17,2017,CofO Issued,14010-30000-03357,Bldg-New,Apartment,12160 W HART ST,91605,26,3,020-049 units,R3-1VL,1233.01,34.19748,-118.39858
156398,2/21/18,2018,CofO Issued,16014-20000-04688,Bldg-Addition,1 or 2 Family Dwelling,6016 N BELLINGHAM AVE,91606,1,1,001 unit,R1-1,1238,34.17996,-118.39858
129954,9/15/15,2015,CofO Issued,14010-20000-03067,Bldg-New,1 or 2 Family Dwelling,12156 W TIARA ST,91607,1,2,001 unit,R1-1,1238,34.17823,-118.39859
147184,6/2/17,2017,CofO Issued,15010-20000-04692,Bldg-New,1 or 2 Family Dwelling,2000 S CASTLE HEIGHTS AVE,90034,1,2,001 unit,R1-1-O,2695,34.04600,-118.39867
141336,9/27/16,2016,CofO Issued,15010-20000-01994,Bldg-New,1 or 2 Family Dwelling,12157 W KESWICK ST,91605,1,2,001 unit,R1-1,1210.2,34.21034,-118.39870
123789,7/29/16,2016,CofO Issued,14010-10000-00105,Bldg-New,1 or 2 Family Dwelling,2210 N BOWMONT DR,90210,1,2,001 unit,RE15-1-H,2611.01,34.11187,-118.39873
146837,8/10/18,2018,CofO Issued,14010-10000-04069,Bldg-New,Apartment,3838 S DUNN DR,90232,86,7,050-099 units,R5P-1,2699.05,34.02221,-118.3988
107577,8/19/13,2013,CofO Issued,12010-20000-02092,Bldg-New,1 or 2 Family Dwelling,4333 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.14957,-118.39882
118135,4/28/14,2014,CofO Issued,13010-20000-02975,Bldg-New,1 or 2 Family Dwelling,4143 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.14622,-118.39882
128562,9/15/15,2015,CofO Issued,14010-20000-02617,Bldg-New,1 or 2 Family Dwelling,4343 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.14984,-118.39882
143099,9/16/16,2016,CofO Issued,15010-30000-03051,Bldg-New,1 or 2 Family Dwelling,4105 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14537,-118.39882
156835,7/19/17,2017,CofO Issued,16010-30000-03161,Bldg-New,1 or 2 Family Dwelling,4313 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14902,-118.39882
167264,5/29/18,2018,CofO Issued,17010-30000-01137,Bldg-New,1 or 2 Family Dwelling,4155 N BELLINGHAM AVE,91604,2,2,002-004 units,R1-1-RFA-RIO,1435,34.14649,-118.39882
147386,3/31/17,2017,CofO Issued,16010-20000-00725,Bldg-New,1 or 2 Family Dwelling,9704 W CASHIO ST,90035,1,2,001 unit,R1-1-O,2691,34.05236,-118.39885
142388,7/6/16,2016,CofO Issued,15010-30000-03050,Bldg-New,1 or 2 Family Dwelling,4119 N BELLINGHAM AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14552,-118.39886
144425,6/13/18,2018,CofO Issued,15010-20000-03321,Bldg-New,1 or 2 Family Dwelling,12201 W CANTURA ST,91604,1,2,001 unit,R1-1-RFA-RIO,1439.01,34.14244,-118.39889
149236,8/25/18,2018,CofO Issued,14010-10000-04192,Bldg-New,1 or 2 Family Dwelling,9701 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04856,-118.39894
138201,12/21/16,2016,CofO Issued,14010-30000-01039,Bldg-New,Apartment,12208 W RIVERSIDE DR,91607,8,3,005-009 units,RD1.5-1,1434,34.15736,-118.399
161382,8/16/18,2018,CofO Issued,17014-20000-01332,Bldg-Addition,1 or 2 Family Dwelling,12206 W MIRANDA ST,91607,1,1,001 unit,R1-1,1238,34.17425,-118.39905
131990,8/15/16,2016,CofO Issued,14010-20000-03468,Bldg-New,1 or 2 Family Dwelling,12206 W CANTURA ST,91604,1,2,001 unit,R1-1-RFA-RIO,1439.01,34.1422,-118.39909
123656,1/6/15,2015,CofO Issued,14010-20000-00319,Bldg-New,1 or 2 Family Dwelling,9709 W MONTE MAR DR,90035,1,2,001 unit,R1-1-O,2691,34.04951,-118.39913
160801,8/25/18,2018,CofO Issued,17014-30000-00423,Bldg-Addition,1 or 2 Family Dwelling,6399 W 83RD ST,90045,1,1,001 unit,R1-1,2770,33.96376,-118.39915
141112,3/8/18,2018,CofO Issued,15014-10000-02150,Bldg-Addition,1 or 2 Family Dwelling,12203 W TERRA BELLA ST,91331,1,1,001 unit,RS-1,1041.08,34.27243,-118.39922
155605,2/26/18,2018,CofO Issued,16010-20000-01708,Bldg-New,1 or 2 Family Dwelling,12217 W VALLEYHEART DR,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14508,-118.39936
157782,5/18/18,2018,CofO Issued,16010-20000-03168,Bldg-New,1 or 2 Family Dwelling,12220 W HILLSLOPE ST,91604,1,2,001 unit,R1-1-RFA-RIO,1439.01,34.14132,-118.39943
103075,1/22/13,2013,CofO Issued,12010-20000-00592,Bldg-New,1 or 2 Family Dwelling,9719 W CRESTA DR,90035,1,2,001 unit,R1-1-O,2695,34.04705,-118.39945
158479,8/24/17,2017,CofO Issued,16010-10000-03906,Bldg-New,1 or 2 Family Dwelling,9725 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04862,-118.39953
108445,7/29/13,2013,CofO Corrected,12010-20000-00485,Bldg-New,1 or 2 Family Dwelling,12220 W CANTURA ST,91604,1,2,001 unit,R1-1,1439.01,34.14216,-118.39954
117684,5/16/14,2014,CofO Issued,12010-20000-02997,Bldg-New,1 or 2 Family Dwelling,12227 W MILLDALE CT,91605,1,1,001 unit,R1-1,1210.2,34.21115,-118.39964
141999,9/20/16,2016,CofO Issued,15010-20000-03004,Bldg-New,1 or 2 Family Dwelling,4446 N ST CLAIR AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1434,34.15171,-118.39968
174117,11/7/18,2018,CofO Issued,17010-20000-04582,Bldg-New,1 or 2 Family Dwelling,4308 N ST CLAIR AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14888,-118.39968
104704,3/18/13,2013,CofO Issued,12010-20000-01203,Bldg-New,1 or 2 Family Dwelling,9731 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04864,-118.39971
141101,9/10/17,2017,CofO Issued,15010-10000-01829,Bldg-New,1 or 2 Family Dwelling,2358 N KIMRIDGE ROAD,90210,1,2,001 unit,RE15-1-H,2611.01,34.11478,-118.39983
170879,5/18/18,2018,CofO Issued,17010-20000-03310,Bldg-New,1 or 2 Family Dwelling,12234 W HILLSLOPE ST,91604,1,1,001 unit,R1-1-RFA-RIO,1439.01,34.14124,-118.39987
114691,12/1/14,2014,CofO Issued,13014-20000-01472,Bldg-New,1 or 2 Family Dwelling,9737 W KIRKSIDE ROAD,90035,1,2,001 unit,R1-1-O,2695,34.04873,-118.39989
139476,12/30/16,2016,CofO Issued,15010-20000-00240,Bldg-New,1 or 2 Family Dwelling,4127 N ST CLAIR AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14567,-118.39994
163432,12/3/18,2018,CofO Issued,17010-20000-00778,Bldg-New,1 or 2 Family Dwelling,4239 N ST CLAIR AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14789,-118.39994
175157,11/7/18,2018,CofO Issued,17010-20000-03456,Bldg-New,1 or 2 Family Dwelling,4323 N ST CLAIR AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14929,-118.39994
131349,1/24/18,2018,CofO Issued,14014-30000-05373,Bldg-Addition,1 or 2 Family Dwelling,5921 N ST CLAIR AVE,91607,1,1,001 unit,R1-1,1238,34.17807,-118.40011
126919,4/20/18,2018,CofO Issued,13010-20000-00941,Bldg-New,Apartment,5432 N HERMITAGE AVE,91607,5,3,005-009 units,[Q]R3-1,1249.02,34.16956,-118.40019
170908,4/10/19,2019,CofO Issued,17010-20000-03072,Bldg-New,1 or 2 Family Dwelling,12240 W EMELITA ST,91607,1,2,001 unit,R1-1,1238,34.17618,-118.40023
129631,11/9/15,2015,CofO Issued,14010-20000-02911,Bldg-New,1 or 2 Family Dwelling,12252 W HILLSLOPE ST,91604,1,2,001 unit,R1-1-RFA,1439.01,34.14123,-118.40036
170913,4/10/19,2019,CofO Issued,17010-20000-03070,Bldg-New,1 or 2 Family Dwelling,12244 W EMELITA ST,91607,1,2,001 unit,R1-1,1238,34.17618,-118.40039
125659,9/2/17,2017,CofO Issued,12010-20000-01619,Bldg-New,1 or 2 Family Dwelling,2301 N KIMRIDGE ROAD,90210,1,2,001 unit,RE15-1-H,2611.01,34.11322,-118.40045
146982,1/16/19,2019,CofO Issued,13010-20000-03079,Bldg-New,Apartment,5327 N HERMITAGE AVE,91607,42,4,020-049 units,R3-1,1249.03,34.16757,-118.40046
136377,11/4/17,2017,CofO Issued,15010-20000-00315,Bldg-New,1 or 2 Family Dwelling,9752 W ALCOTT ST,90035,1,2,001 unit,R1-1-O,2691,34.05361,-118.40048
137724,4/26/16,2016,CofO Issued,15010-20000-01337,Bldg-New,1 or 2 Family Dwelling,12245 W TIARA ST,91607,1,2,001 unit,R1-1,1238,34.17846,-118.4005
140349,7/10/17,2017,CofO Issued,15010-20000-01959,Bldg-New,1 or 2 Family Dwelling,9767 W MONTE MAR DR,90035,1,2,001 unit,R1-1-O,2690,34.04957,-118.40053
153894,12/16/17,2017,CofO Issued,16010-20000-02204,Bldg-New,1 or 2 Family Dwelling,1224 S CAMDEN DR,90035,1,2,001 unit,R1-1-O,2690,34.05614,-118.40068
139515,7/14/16,2016,CofO Issued,15010-20000-01373,Bldg-New,1 or 2 Family Dwelling,4160 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14653,-118.4007
172777,11/19/18,2018,CofO Issued,17010-20000-03227,Bldg-New,1 or 2 Family Dwelling,4150 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14635,-118.4007
110484,4/9/14,2014,CofO Issued,12010-20000-00328,Bldg-New,1 or 2 Family Dwelling,4318 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1,1435,34.14916,-118.40071
132452,10/15/15,2015,CofO Issued,14010-20000-03780,Bldg-New,1 or 2 Family Dwelling,4332 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14957,-118.40071
122365,8/3/17,2017,CofO Issued,13014-20000-05104,Bldg-Addition,Apartment,6012 N LAURELGROVE AVE,91606,1,0,001 unit,RD3-1,1238,34.17979,-118.40075
137715,9/20/16,2016,CofO Issued,15010-20000-01195,Bldg-New,1 or 2 Family Dwelling,4053 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14457,-118.40096
141200,11/15/16,2016,CofO Issued,15010-20000-02357,Bldg-New,1 or 2 Family Dwelling,4513 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1434,34.15261,-118.40096
159722,4/16/18,2018,CofO Issued,16010-20000-06177,Bldg-New,1 or 2 Family Dwelling,4223 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14748,-118.40096
135357,10/14/16,2016,CofO Issued,15010-20000-00901,Bldg-New,1 or 2 Family Dwelling,4121 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14567,-118.40097
143581,11/28/16,2016,CofO Issued,15010-10000-03330,Bldg-New,1 or 2 Family Dwelling,4201 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14693,-118.40097
158710,12/27/17,2017,CofO Issued,16010-20000-05543,Bldg-New,1 or 2 Family Dwelling,4139 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14608,-118.40097
154321,5/22/17,2017,CofO Issued,16010-20000-03412,Bldg-New,1 or 2 Family Dwelling,4209 N LAURELGROVE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14707,-118.40097
99428,4/23/15,2015,CofO Issued,11010-20000-01688,Bldg-New,1 or 2 Family Dwelling,8013 N LAUREL GROVE AVE,91605,1,2,001 unit,RS-1,1210.1,34.21617,-118.40102
135946,5/15/17,2017,CofO Issued,14010-30000-03316,Bldg-New,1 or 2 Family Dwelling,1712 S ROXBURY DR,90035,1,2,001 unit,R1-1-O,2690,34.04887,-118.40108
138989,2/24/18,2018,CofO Issued,15010-10000-00633,Bldg-New,1 or 2 Family Dwelling,1718 S ROXBURY DR,90035,1,2,001 unit,R1-1-O,2690,34.0487,-118.40109
48326,1/16/14,2014,CofO Issued,06010-20000-04965,Bldg-New,1 or 2 Family Dwelling,1812 S ROXBURY DR,90035,1,2,001 unit,R1-1-O,2695,34.04821,-118.40115
167215,9/6/18,2018,CofO Issued,17010-30000-02990,Bldg-New,1 or 2 Family Dwelling,3239 S SHELBY DR,90034,1,2,001 unit,R1-1,2690,34.03294,-118.40116
155582,3/17/18,2018,CofO Issued,16010-20000-03236,Bldg-New,1 or 2 Family Dwelling,1585 S ROXBURY DR,90035,1,2,001 unit,R1-1-O,2690,34.04959,-118.40117
126440,1/7/15,2015,CofO Issued,14010-20000-01973,Bldg-New,1 or 2 Family Dwelling,12308 W CANTURA ST,91604,1,2,001 unit,R1-1-RFA,1439.01,34.14201,-118.40121
108442,9/17/14,2014,CofO Issued,12010-30000-01569,Bldg-New,1 or 2 Family Dwelling,2018 S ROXBURY DR,90035,1,2,001 unit,R1-1-O,2695,34.04673,-118.40126
154552,9/22/18,2018,CofO Issued,15010-10000-00010,Bldg-New,1 or 2 Family Dwelling,2840 S MCCONNELL DR,90064,1,2,001 unit,R1-1,2690,34.03985,-118.40145
136971,9/27/16,2016,CofO Issued,15010-10000-00496,Bldg-New,1 or 2 Family Dwelling,2920 S CLUB DR,90064,1,2,001 unit,R1-1,2690,34.03784,-118.40154
147617,9/7/16,2016,CofO Issued,14016-30000-00253,Bldg-Alter/Repair,Apartment,3852 S VINTON AVE,90232,1,,001 unit,R4-1,2699.05,34.02018,-118.40163
128679,4/19/16,2016,CofO Issued,13010-20000-02041,Bldg-New,Apartment,12324 W MOORPARK ST,91604,8,3,005-009 units,R3-1,1435,34.15019,-118.40166
130254,5/23/16,2016,CofO Issued,14010-20000-03120,Bldg-New,1 or 2 Family Dwelling,3142 S DANNYHILL DR,90064,1,2,001 unit,R1-1,2690,34.03479,-118.40172
150054,12/14/17,2017,CofO Issued,16010-20000-01054,Bldg-New,1 or 2 Family Dwelling,4152 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14649,-118.40176
157417,7/17/17,2017,CofO Issued,16010-20000-04542,Bldg-New,1 or 2 Family Dwelling,4218 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14734,-118.40176
153055,4/3/17,2017,CofO Issued,16010-20000-02805,Bldg-New,1 or 2 Family Dwelling,4238 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14789,-118.40176
169324,4/27/18,2018,CofO Issued,17010-20000-02282,Bldg-New,1 or 2 Family Dwelling,4322 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14929,-118.40176
120263,9/11/15,2015,CofO Issued,13010-10000-02249,Bldg-New,Apartment,3627 S HUGHES AVE,90034,27,5,020-049 units,R3-1,2699.06,34.02695,-118.40178
138844,4/6/17,2017,CofO Issued,14010-20000-02743,Bldg-New,1 or 2 Family Dwelling,5014 N OAKBURY CT,91607,1,2,001 unit,R1-1,1240,34.16145,-118.40178
161018,9/7/18,2018,CofO Issued,17016-20000-09203,Bldg-Alter/Repair,1 or 2 Family Dwelling,8222 N SHADYGLADE AVE,91605,1,1,001 unit,RS-1,1210.1,34.22044,-118.4018
110079,10/21/13,2013,CofO Issued,12016-10000-16510,Bldg-Alter/Repair,Apartment,5252 N CORTEEN PL,91607,1,,001 unit,R3-1,1249.03,34.16636,-118.40182
133741,2/3/16,2016,CofO Issued,14010-20000-04167,Bldg-New,1 or 2 Family Dwelling,8124 N SHADYGLADE AVE,91605,1,1,001 unit,RS-1,1210.1,34.21846,-118.40184
163768,8/17/17,2017,CofO Issued,16014-20000-04569,Bldg-Alter/Repair,1 or 2 Family Dwelling,8106 N SHADYGLADE AVE,91605,1,1,001 unit,RS-1,1210.1,34.21798,-118.40184
162260,1/25/18,2018,CofO Issued,17016-20000-04183,Bldg-Alter/Repair,1 or 2 Family Dwelling,12328 W LA MAIDA ST,91607,1,0,001 unit,R1-1,1240,34.15837,-118.40187
141861,4/2/19,2019,CofO Issued,15010-10000-00647,Bldg-New,1 or 2 Family Dwelling,2900 S MCCONNELL DR,90064,1,2,001 unit,R1-1,2690,34.03857,-118.40189
138845,4/6/17,2017,CofO Issued,14010-20000-02742,Bldg-New,1 or 2 Family Dwelling,5018 N OAKBURY CT,91607,1,2,001 unit,R1-1,1240,34.16148,-118.40194
138722,4/10/18,2018,CofO Issued,14010-20000-02737,Bldg-New,1 or 2 Family Dwelling,12331 W ADDISON ST,91607,1,2,001 unit,R1-1,1240,34.16108,-118.40197
122971,12/17/14,2014,CofO Issued,13010-20000-04512,Bldg-New,1 or 2 Family Dwelling,4123 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA,1435,34.14567,-118.40202
136302,12/22/16,2016,CofO Issued,15010-30000-00095,Bldg-New,1 or 2 Family Dwelling,4201 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1-RFA-RIO,1435,34.14693,-118.40202
101478,3/13/13,2013,CofO Issued,11010-30000-01885,Bldg-New,1 or 2 Family Dwelling,4233 N SHADYGLADE AVE,91604,1,2,001 unit,R1-1,1435,34.14776,-118.40203
144428,8/3/17,2017,CofO Issued,14010-20000-02327,Bldg-New,1 or 2 Family Dwelling,12337 W LA MAIDA ST,91607,1,2,001 unit,R1-1,1240,34.15863,-118.40203
138723,4/10/18,2018,CofO Issued,14010-20000-02740,Bldg-New,1 or 2 Family Dwelling,12335 W ADDISON ST,91607,1,2,001 unit,R1-1,1240,34.16107,-118.40208
119551,8/20/14,2014,CofO Issued,13010-20000-02596,Bldg-New,1 or 2 Family Dwelling,12334 W OTSEGO ST,91607,1,2,001 unit,R1-1,1240,34.16294,-118.40209
142564,2/21/17,2017,CofO Issued,15010-10000-02831,Bldg-New,1 or 2 Family Dwelling,7913 S KENTWOOD AVE,90045,1,2,001 unit,R1-1,2770,33.9703,-118.40209
138846,4/3/17,2017,CofO Issued,14010-20000-02741,Bldg-New,1 or 2 Family Dwelling,5022 N OAKBURY CT,91607,1,2,001 unit,R1-1,1240,34.1614,-118.40209
